transaction_id,is_fraud,is_spike_injected,injected_spike_event_id,benign_event_id,is_within_spike_window,active_spike_event_id,fraud_scenario_family,false_positive_cost_if_blocked_inr,fraud_loss_if_missed_inr
T001822,0,0,,,0,,,155.68,0.0
T001823,0,0,,,0,,,162.81,0.0
T001824,0,0,,,0,,,199.0,0.0
T001825,0,0,,,0,,,293.73,0.0
T001826,0,0,,,0,,,136.37,0.0
T001827,0,0,,,0,,,653.64,0.0
T001828,0,0,,,0,,,188.59,0.0
T001829,0,0,,,0,,,335.43,0.0
T001830,0,0,,,0,,,227.9,0.0
T001831,0,0,,,0,,,232.06,0.0
T001832,0,0,,,0,,,574.14,0.0
T001833,0,0,,,0,,,178.92,0.0
T001834,0,0,,,0,,,141.51,0.0
T001835,0,0,,,0,,,219.58,0.0
T001836,0,0,,,0,,,589.86,0.0
T001837,0,0,,,0,,,98.42,0.0
T001838,0,0,,,0,,,182.83,0.0
T001839,0,0,,,0,,,311.49,0.0
T001840,0,0,,,0,,,264.8,0.0
T001841,0,0,,,0,,,221.3,0.0
T001842,0,0,,,0,,,163.92,0.0
T001843,0,0,,,0,,,208.2,0.0
T001844,0,0,,,0,,,208.96,0.0
T001845,0,0,,,0,,,453.77,0.0
T001846,0,0,,,0,,,185.59,0.0
T001847,0,0,,,0,,,304.74,0.0
T001848,0,0,,,0,,,143.63,0.0
T001849,0,0,,,0,,,542.69,0.0
T001850,0,0,,,0,,,305.75,0.0
T001851,0,0,,,0,,,362.98,0.0
T001852,0,0,,,0,,,119.88,0.0
T001853,0,0,,,0,,,448.05,0.0
T001854,0,0,,,0,,,198.46,0.0
T001855,0,0,,,0,,,317.54,0.0
T001856,0,0,,,0,,,181.76,0.0
T001857,0,0,,,0,,,202.22,0.0
T001858,0,0,,,0,,,191.64,0.0
T001859,0,0,,,0,,,159.68,0.0
T001860,0,0,,,0,,,275.3,0.0
T001861,0,0,,,0,,,393.52,0.0
T001862,0,0,,,0,,,152.67,0.0
T001863,0,0,,,0,,,157.46,0.0
T001864,0,0,,,0,,,247.55,0.0
T001865,0,0,,,0,,,137.77,0.0
T001866,0,0,,,0,,,171.69,0.0
T001867,0,0,,,0,,,347.17,0.0
T001868,0,0,,,0,,,193.11,0.0
T001869,1,0,,,0,,,0.0,1805.99
T001870,0,0,,,0,,,187.23,0.0
T001871,0,0,,,0,,,204.26,0.0
T001872,0,0,,,0,,,105.02,0.0
T001873,0,0,,,0,,,216.99,0.0
T001874,0,0,,,0,,,215.68,0.0
T001875,0,0,,,0,,,114.88,0.0
T001876,0,0,,,0,,,166.31,0.0
T001877,0,0,,,0,,,280.82,0.0
T001878,0,0,,,0,,,194.14,0.0
T001879,0,0,,,0,,,165.52,0.0
T001880,0,0,,,0,,,255.53,0.0
T001881,0,0,,,0,,,151.04,0.0
T001882,0,0,,,0,,,401.51,0.0
T001883,0,0,,,0,,,149.2,0.0
T001884,0,0,,,0,,,164.3,0.0
T001885,0,0,,,0,,,171.38,0.0
T001886,1,0,,,0,,,0.0,558.27
T001887,0,0,,,0,,,122.35,0.0
T001888,0,0,,,0,,,196.49,0.0
T001889,0,0,,,0,,,175.92,0.0
T001890,0,0,,,0,,,155.59,0.0
T001891,0,0,,,0,,,316.36,0.0
T001892,0,0,,,0,,,164.61,0.0
T001893,0,0,,,0,,,170.53,0.0
T001894,0,0,,,0,,,326.55,0.0
T001895,0,0,,,0,,,312.23,0.0
T001896,0,0,,,0,,,245.32,0.0
T001897,0,0,,,0,,,415.87,0.0
T001898,0,0,,,0,,,176.58,0.0
T001899,0,0,,,0,,,174.19,0.0
T001900,0,0,,,0,,,291.8,0.0
T001901,0,0,,,0,,,538.3,0.0
T001902,0,0,,,0,,,64.09,0.0
T001903,0,0,,,0,,,148.27,0.0
T001904,0,0,,,0,,,245.91,0.0
T001905,0,0,,,0,,,392.14,0.0
T001906,0,0,,,0,,,392.86,0.0
T001907,0,0,,,0,,,204.14,0.0
T001908,0,0,,,0,,,271.27,0.0
T001909,0,0,,,0,,,228.63,0.0
T001910,0,0,,,0,,,157.91,0.0
T001911,0,0,,,0,,,169.73,0.0
T001912,0,0,,,0,,,233.57,0.0
T001913,0,0,,,0,,,122.54,0.0
T001914,0,0,,,0,,,391.12,0.0
T001915,0,0,,,0,,,363.46,0.0
T001916,0,0,,,0,,,944.96,0.0
T001917,0,0,,,0,,,329.92,0.0
T001918,0,0,,,0,,,382.76,0.0
T001919,0,0,,,0,,,218.5,0.0
T001920,0,0,,,0,,,289.27,0.0
T001921,0,0,,,0,,,177.36,0.0
T001922,0,0,,,0,,,231.42,0.0
T001923,0,0,,,0,,,1071.34,0.0
T001924,0,0,,,0,,,561.59,0.0
T001925,0,0,,,0,,,251.63,0.0
T001926,0,0,,,0,,,192.66,0.0
T001927,0,0,,,0,,,178.64,0.0
T001928,0,0,,,0,,,205.5,0.0
T001929,0,0,,,0,,,221.05,0.0
T001930,0,0,,,0,,,435.45,0.0
T001931,0,0,,,0,,,926.58,0.0
T001932,0,0,,,0,,,204.39,0.0
T001933,0,0,,,0,,,246.22,0.0
T001934,0,0,,,0,,,145.85,0.0
T001935,0,0,,,0,,,501.77,0.0
T001936,0,0,,,0,,,167.39,0.0
T001937,0,0,,,0,,,241.48,0.0
T001938,0,0,,,0,,,338.93,0.0
T001939,0,0,,,0,,,217.11,0.0
T001940,0,0,,,0,,,205.22,0.0
T001941,0,0,,,0,,,155.19,0.0
T001942,0,0,,,0,,,834.16,0.0
T001943,0,0,,,0,,,158.63,0.0
T001944,0,0,,,0,,,203.89,0.0
T001945,0,0,,,0,,,302.82,0.0
T001946,0,0,,,0,,,331.73,0.0
T001947,0,0,,,0,,,271.14,0.0
T001948,1,0,,,0,,,0.0,1042.76
T001949,0,0,,,0,,,502.03,0.0
T001950,0,0,,,0,,,472.87,0.0
T001951,0,0,,,0,,,81.21,0.0
T001952,0,0,,,0,,,172.45,0.0
T001953,0,0,,,0,,,160.48,0.0
T001954,0,0,,,0,,,371.07,0.0
T001955,0,0,,,0,,,357.63,0.0
T001956,0,0,,,0,,,187.45,0.0
T001957,0,0,,,0,,,183.42,0.0
T001958,0,0,,,0,,,163.37,0.0
T001959,0,0,,,0,,,229.98,0.0
T001960,0,0,,,0,,,155.84,0.0
T001961,0,0,,,0,,,206.87,0.0
T001962,0,0,,,0,,,234.68,0.0
T001963,0,0,,,0,,,166.21,0.0
T001964,0,0,,,0,,,277.07,0.0
T001965,0,0,,,0,,,814.95,0.0
T001966,0,0,,,0,,,311.37,0.0
T001967,0,0,,,0,,,266.92,0.0
T001968,0,0,,,0,,,462.28,0.0
T001969,0,0,,,0,,,186.78,0.0
T001970,0,0,,,0,,,180.42,0.0
T001971,0,0,,,0,,,299.89,0.0
T001972,0,0,,,0,,,271.15,0.0
T001973,0,0,,,0,,,292.25,0.0
T001974,0,0,,,0,,,278.84,0.0
T001975,0,0,,,0,,,213.73,0.0
T001976,0,0,,,0,,,951.03,0.0
T001977,0,0,,,0,,,412.46,0.0
T001978,0,0,,,0,,,212.91,0.0
T001979,0,0,,,0,,,454.22,0.0
T001980,0,0,,,0,,,124.02,0.0
T001981,0,0,,,0,,,155.67,0.0
T001982,0,0,,,0,,,248.26,0.0
T001983,0,0,,,0,,,295.54,0.0
T001984,0,0,,,0,,,420.41,0.0
T001985,0,0,,,0,,,537.68,0.0
T001986,0,0,,,0,,,384.62,0.0
T001987,0,0,,,0,,,202.79,0.0
T001988,0,0,,,0,,,172.35,0.0
T001989,0,0,,,0,,,336.71,0.0
T001990,0,0,,,0,,,176.65,0.0
T001991,0,0,,,0,,,277.74,0.0
T001992,0,0,,,0,,,408.26,0.0
T001993,0,0,,,0,,,227.21,0.0
T001994,0,0,,,0,,,299.67,0.0
T001995,0,0,,,0,,,116.66,0.0
T001996,0,0,,,0,,,205.83,0.0
T001997,0,0,,,0,,,191.42,0.0
T001998,0,0,,,0,,,186.63,0.0
T001999,0,0,,,0,,,215.62,0.0
T002000,0,0,,,0,,,337.93,0.0
T002001,0,0,,,0,,,250.64,0.0
T002002,0,0,,,0,,,328.86,0.0
T002003,0,0,,,0,,,165.69,0.0
T002004,0,0,,,0,,,285.84,0.0
T002005,0,0,,,0,,,364.64,0.0
T002006,0,0,,,0,,,240.55,0.0
T002007,0,0,,,0,,,543.95,0.0
T002008,0,0,,,0,,,152.72,0.0
T002009,0,0,,,0,,,223.69,0.0
T002010,0,0,,,0,,,260.92,0.0
T002011,0,0,,,0,,,155.16,0.0
T002012,0,0,,,0,,,184.9,0.0
T002013,0,0,,,0,,,240.3,0.0
T002014,0,0,,,0,,,151.83,0.0
T002015,0,0,,,0,,,162.48,0.0
T002016,0,0,,,0,,,410.91,0.0
T002017,0,0,,,0,,,225.31,0.0
T002018,0,0,,,0,,,201.08,0.0
T002019,0,0,,,0,,,283.18,0.0
T002020,0,0,,,0,,,476.3,0.0
T002021,0,0,,,0,,,273.15,0.0
T002022,0,0,,,0,,,278.24,0.0
T002023,0,0,,,0,,,329.07,0.0
T002024,0,0,,,0,,,474.52,0.0
T002025,0,0,,,0,,,271.61,0.0
T002026,0,0,,,0,,,392.27,0.0
T002027,0,0,,,0,,,155.97,0.0
T002028,0,0,,,0,,,301.57,0.0
T002029,0,0,,,0,,,146.14,0.0
T002030,0,0,,,0,,,211.08,0.0
T002031,0,0,,,0,,,92.83,0.0
T002032,0,0,,,0,,,204.18,0.0
T002033,0,0,,,0,,,435.96,0.0
T002034,0,0,,,0,,,171.34,0.0
T002035,0,0,,,0,,,243.5,0.0
T002036,0,0,,,0,,,175.56,0.0
T002037,0,0,,,0,,,157.33,0.0
T002038,0,0,,,0,,,211.22,0.0
T002039,0,0,,,0,,,216.57,0.0
T002040,0,0,,,0,,,168.72,0.0
T002041,0,0,,,0,,,382.28,0.0
T002042,0,0,,,0,,,216.72,0.0
T002043,0,0,,,0,,,190.5,0.0
T002044,0,0,,,0,,,120.29,0.0
T002045,0,0,,,0,,,174.39,0.0
T002046,0,0,,,0,,,292.36,0.0
T002047,0,0,,,0,,,194.12,0.0
T002048,0,0,,,0,,,210.72,0.0
T002049,0,0,,,0,,,195.52,0.0
T002050,0,0,,,0,,,1023.16,0.0
T002051,0,0,,,0,,,395.43,0.0
T002052,0,0,,,0,,,172.0,0.0
T002053,0,0,,,0,,,163.4,0.0
T002054,0,0,,,0,,,223.36,0.0
T002055,0,0,,,0,,,401.03,0.0
T002056,0,0,,,0,,,162.86,0.0
T002057,0,0,,,0,,,171.7,0.0
T002058,0,0,,,0,,,142.47,0.0
T002059,0,0,,,0,,,340.75,0.0
T002060,0,0,,,0,,,292.2,0.0
T002061,0,0,,,0,,,203.93,0.0
T002062,0,0,,,0,,,398.43,0.0
T002063,0,0,,,0,,,167.16,0.0
T002064,0,0,,,0,,,230.01,0.0
T002065,0,0,,,0,,,223.04,0.0
T002066,0,0,,,0,,,211.2,0.0
T002067,0,0,,,0,,,173.53,0.0
T002068,0,0,,,0,,,180.86,0.0
T002069,0,0,,,0,,,122.23,0.0
T002070,0,0,,,0,,,195.23,0.0
T002071,0,0,,,0,,,177.18,0.0
T002072,0,0,,,0,,,164.67,0.0
T002073,0,0,,,0,,,235.9,0.0
T002074,0,0,,,0,,,231.39,0.0
T002075,0,0,,,0,,,184.17,0.0
T002076,0,0,,,0,,,210.3,0.0
T002077,0,0,,,0,,,154.48,0.0
T002078,0,0,,,0,,,338.81,0.0
T002079,1,0,,,0,,,0.0,1431.83
T002080,0,0,,,0,,,81.98,0.0
T002081,0,0,,,0,,,361.01,0.0
T002082,0,0,,,0,,,295.03,0.0
T002083,0,0,,,0,,,187.12,0.0
T002084,0,0,,,0,,,228.72,0.0
T002085,0,0,,,0,,,326.89,0.0
T002086,0,0,,,0,,,159.36,0.0
T002087,0,0,,,0,,,160.05,0.0
T002088,0,0,,,0,,,223.18,0.0
T002089,0,0,,,0,,,194.89,0.0
T002090,0,0,,,0,,,182.95,0.0
T002091,0,0,,,0,,,182.54,0.0
T002092,0,0,,,0,,,367.16,0.0
T002093,0,0,,,0,,,170.89,0.0
T002094,0,0,,,0,,,1657.95,0.0
T002095,0,0,,,0,,,234.6,0.0
T002096,0,0,,,0,,,390.26,0.0
T002097,0,0,,,0,,,180.04,0.0
T002098,0,0,,,0,,,312.51,0.0
T002099,0,0,,,0,,,171.25,0.0
T002100,0,0,,,0,,,160.99,0.0
T002101,0,0,,,0,,,230.69,0.0
T002102,0,0,,,0,,,182.6,0.0
T002103,0,0,,,0,,,176.8,0.0
T002104,0,0,,,0,,,208.41,0.0
T002105,0,0,,,0,,,169.6,0.0
T002106,0,0,,,0,,,308.34,0.0
T002107,0,0,,,0,,,249.92,0.0
T002108,0,0,,,0,,,679.28,0.0
T002109,0,0,,,0,,,161.83,0.0
T002110,0,0,,,0,,,511.34,0.0
T002111,0,0,,,0,,,159.37,0.0
T002112,0,0,,,0,,,1500.4,0.0
T002113,0,0,,,0,,,237.6,0.0
T002114,0,0,,,0,,,230.24,0.0
T002115,0,0,,,0,,,156.03,0.0
T002116,0,0,,,0,,,247.69,0.0
T002117,0,0,,,0,,,250.68,0.0
T002118,0,0,,,0,,,147.1,0.0
T002119,0,0,,,0,,,181.49,0.0
T002120,0,0,,,0,,,250.66,0.0
T002121,0,0,,,0,,,171.31,0.0
T002122,0,0,,,0,,,106.95,0.0
T002123,0,0,,,0,,,152.74,0.0
T002124,0,0,,,0,,,217.97,0.0
T002125,0,0,,,0,,,392.63,0.0
T002126,0,0,,,0,,,512.9,0.0
T002127,0,0,,,0,,,191.85,0.0
T002128,0,0,,,0,,,168.2,0.0
T002129,0,0,,,0,,,195.37,0.0
T002130,0,0,,,0,,,197.96,0.0
T002131,0,0,,,0,,,219.36,0.0
T002132,0,0,,,0,,,205.66,0.0
T002133,0,0,,,0,,,253.6,0.0
T002134,0,0,,,0,,,178.8,0.0
T002135,0,0,,,0,,,98.79,0.0
T002136,0,0,,,0,,,171.66,0.0
T002137,0,0,,,0,,,254.29,0.0
T002138,0,0,,,0,,,200.59,0.0
T002139,0,0,,,0,,,221.1,0.0
T002140,0,0,,,0,,,189.88,0.0
T002141,0,0,,,0,,,240.79,0.0
T002142,0,0,,,0,,,627.08,0.0
T002143,0,0,,,0,,,168.7,0.0
T002144,0,0,,,0,,,228.74,0.0
T002145,0,0,,,0,,,164.18,0.0
T002146,0,0,,,0,,,188.27,0.0
T002147,0,0,,,0,,,128.4,0.0
T002148,1,0,,,0,,,0.0,1277.54
T002149,0,0,,,0,,,60.08,0.0
T002150,0,0,,,0,,,290.32,0.0
T002151,0,0,,,0,,,141.03,0.0
T002152,0,0,,,0,,,161.75,0.0
T002153,0,0,,,0,,,195.95,0.0
T002154,0,0,,,0,,,166.82,0.0
T002155,0,0,,,0,,,255.98,0.0
T002156,0,0,,,0,,,366.44,0.0
T002157,0,0,,,0,,,162.36,0.0
T002158,0,0,,,0,,,162.36,0.0
T002159,0,0,,,0,,,173.96,0.0
T002160,1,0,,,0,,,0.0,3272.0
T002161,0,0,,,0,,,158.62,0.0
T002162,0,0,,,0,,,170.37,0.0
T002163,0,0,,,0,,,277.89,0.0
T002164,0,0,,,0,,,191.64,0.0
T002165,0,0,,,0,,,730.29,0.0
T002166,0,0,,,0,,,216.82,0.0
T002167,0,0,,,0,,,210.01,0.0
T002168,0,0,,,0,,,524.88,0.0
T002169,0,0,,,0,,,268.31,0.0
T002170,0,0,,,0,,,256.42,0.0
T002171,0,0,,,0,,,314.52,0.0
T002172,0,0,,,0,,,259.48,0.0
T002173,0,0,,,0,,,209.42,0.0
T002174,0,0,,,0,,,89.09,0.0
T002175,0,0,,,0,,,245.15,0.0
T002176,0,0,,,0,,,190.0,0.0
T002177,0,0,,,0,,,213.56,0.0
T002178,0,0,,,0,,,289.49,0.0
T002179,0,0,,,0,,,138.09,0.0
T002180,0,0,,,0,,,76.01,0.0
T002181,0,0,,,0,,,178.01,0.0
T002182,0,0,,,0,,,264.35,0.0
T002183,0,0,,,0,,,182.48,0.0
T002184,0,0,,,0,,,179.8,0.0
T002185,0,0,,,0,,,173.16,0.0
T002186,0,0,,,0,,,180.81,0.0
T002187,0,0,,,0,,,306.11,0.0
T002188,1,0,,,0,,,0.0,1925.58
T002189,0,0,,,0,,,197.95,0.0
T002190,0,0,,,0,,,215.23,0.0
T002191,0,0,,,0,,,177.76,0.0
T002192,0,0,,,0,,,185.91,0.0
T002193,0,0,,,0,,,372.67,0.0
T002194,0,0,,,0,,,238.23,0.0
T002195,1,0,,,0,,,0.0,1956.59
T002196,0,0,,,0,,,354.92,0.0
T002197,0,0,,,0,,,202.36,0.0
T002198,0,0,,,0,,,178.63,0.0
T002199,0,0,,,0,,,229.49,0.0
T002200,0,0,,,0,,,217.36,0.0
T002201,0,0,,,0,,,158.16,0.0
T002202,0,0,,,0,,,195.19,0.0
T002203,0,0,,,0,,,252.84,0.0
T002204,0,0,,,0,,,135.53,0.0
T002205,0,0,,,0,,,193.04,0.0
T002206,0,0,,,0,,,143.93,0.0
T002207,0,0,,,0,,,202.15,0.0
T002208,0,0,,,0,,,314.9,0.0
T002209,0,0,,,0,,,287.49,0.0
T002210,0,0,,,0,,,140.49,0.0
T002211,0,0,,,0,,,169.11,0.0
T002212,0,0,,,0,,,403.17,0.0
T002213,0,0,,,0,,,306.16,0.0
T002214,0,0,,,0,,,166.51,0.0
T002215,0,0,,,0,,,260.14,0.0
T002216,0,0,,,0,,,479.51,0.0
T002217,1,0,,,0,,,0.0,4586.05
T002218,0,0,,,0,,,277.95,0.0
T002219,0,0,,,0,,,163.46,0.0
T002220,0,0,,,0,,,189.83,0.0
T002221,0,0,,,0,,,297.31,0.0
T002222,0,0,,,0,,,141.33,0.0
T002223,0,0,,,0,,,797.9,0.0
T002224,0,0,,,0,,,182.24,0.0
T002225,0,0,,,0,,,81.33,0.0
T002226,0,0,,,0,,,302.02,0.0
T002227,0,0,,,0,,,256.83,0.0
T002228,0,0,,,0,,,249.25,0.0
T002229,0,0,,,0,,,177.87,0.0
T002230,0,0,,,0,,,491.6,0.0
T002231,0,0,,,0,,,224.91,0.0
T002232,0,0,,,0,,,922.84,0.0
T002233,0,0,,,0,,,469.6,0.0
T002234,0,0,,,0,,,170.28,0.0
T002235,0,0,,,0,,,219.67,0.0
T002236,0,0,,,0,,,260.27,0.0
T002237,0,0,,,0,,,230.66,0.0
T002238,0,0,,,0,,,171.16,0.0
T002239,0,0,,,0,,,70.19,0.0
T002240,0,0,,,0,,,832.81,0.0
T002241,0,0,,,0,,,267.11,0.0
T002242,0,0,,,0,,,103.04,0.0
T002243,0,0,,,0,,,934.23,0.0
T002244,0,0,,,0,,,355.88,0.0
T002245,0,0,,,0,,,237.71,0.0
T002246,0,0,,,0,,,123.91,0.0
T002247,0,0,,,0,,,445.76,0.0
T002248,0,0,,,0,,,450.72,0.0
T002249,0,0,,,0,,,163.86,0.0
T002250,0,0,,,0,,,212.08,0.0
T002251,0,0,,,0,,,171.87,0.0
T002252,0,0,,,0,,,359.91,0.0
T002253,0,0,,,0,,,266.23,0.0
T002254,0,0,,,0,,,355.99,0.0
T002255,0,0,,,0,,,467.77,0.0
T002256,0,0,,,0,,,264.67,0.0
T002257,0,0,,,0,,,248.63,0.0
T002258,0,0,,,0,,,169.22,0.0
T002259,0,0,,,0,,,340.32,0.0
T002260,0,0,,,0,,,671.5,0.0
T002261,0,0,,,0,,,289.47,0.0
T002262,0,0,,,0,,,228.51,0.0
T002263,0,0,,,0,,,200.32,0.0
T002264,0,0,,,0,,,140.25,0.0
T002265,0,0,,,0,,,279.16,0.0
T002266,0,0,,,0,,,154.12,0.0
T002267,0,0,,,0,,,194.41,0.0
T002268,0,0,,,0,,,277.99,0.0
T002269,0,0,,,0,,,156.9,0.0
T002270,0,0,,,0,,,153.18,0.0
T002271,0,0,,,0,,,866.48,0.0
T002272,0,0,,,0,,,335.3,0.0
T002273,0,0,,,0,,,263.75,0.0
T002274,0,0,,,0,,,265.26,0.0
T002275,0,0,,,0,,,207.18,0.0
T002276,0,0,,,0,,,177.63,0.0
T002277,0,0,,,0,,,180.25,0.0
T002278,0,0,,,0,,,541.37,0.0
T002279,0,0,,,0,,,674.86,0.0
T002280,0,0,,,0,,,120.21,0.0
T002281,0,0,,,0,,,99.96,0.0
T002282,1,0,,,0,,,0.0,824.28
T002283,0,0,,,0,,,195.01,0.0
T002284,0,0,,,0,,,189.54,0.0
T002285,0,0,,,0,,,214.52,0.0
T002286,0,0,,,0,,,639.0,0.0
T002287,0,0,,,0,,,190.28,0.0
T002288,1,0,,,0,,,0.0,630.13
T002289,0,0,,,0,,,245.11,0.0
T002290,0,0,,,0,,,278.29,0.0
T002291,0,0,,,0,,,482.96,0.0
T002292,0,0,,,0,,,433.78,0.0
T002293,0,0,,,0,,,181.65,0.0
T002294,0,0,,,0,,,152.12,0.0
T002295,0,0,,,0,,,230.14,0.0
T002296,0,0,,,0,,,248.7,0.0
T002297,0,0,,,0,,,168.24,0.0
T002298,0,0,,,0,,,704.42,0.0
T002299,0,0,,,0,,,106.68,0.0
T002300,0,0,,,0,,,263.5,0.0
T002301,0,0,,,0,,,228.78,0.0
T002302,0,0,,,0,,,277.64,0.0
T002303,0,0,,,0,,,648.68,0.0
T002304,0,0,,,0,,,228.98,0.0
T002305,0,0,,,0,,,176.46,0.0
T002306,0,0,,,0,,,181.44,0.0
T002307,0,0,,,0,,,268.6,0.0
T002308,0,0,,,0,,,179.92,0.0
T002309,0,0,,,0,,,160.63,0.0
T002310,0,0,,,0,,,177.3,0.0
T002311,0,0,,,0,,,415.04,0.0
T002312,0,0,,,0,,,609.15,0.0
T002313,0,0,,,0,,,2500.0,0.0
T002314,0,0,,,0,,,367.88,0.0
T002315,0,0,,,0,,,157.11,0.0
T002316,0,0,,,0,,,174.15,0.0
T002317,0,0,,,0,,,164.67,0.0
T002318,0,0,,,0,,,204.87,0.0
T002319,0,0,,,0,,,363.93,0.0
T002320,0,0,,,0,,,185.01,0.0
T002321,0,0,,,0,,,262.14,0.0
T002322,0,0,,,0,,,231.61,0.0
T002323,0,0,,,0,,,259.63,0.0
T002324,0,0,,,0,,,234.6,0.0
T002325,0,0,,,0,,,207.27,0.0
T002326,0,0,,,0,,,518.94,0.0
T002327,0,0,,,0,,,146.13,0.0
T002328,0,0,,,0,,,628.94,0.0
T002329,0,0,,,0,,,159.0,0.0
T002330,1,0,,,0,,,0.0,299.16
T002331,0,0,,,0,,,277.18,0.0
T002332,0,0,,,0,,,186.87,0.0
T002333,0,0,,,0,,,88.37,0.0
T002334,0,0,,,0,,,135.06,0.0
T002335,0,0,,,0,,,194.06,0.0
T002336,0,0,,,0,,,205.64,0.0
T002337,0,0,,,0,,,348.04,0.0
T002338,0,0,,,0,,,316.37,0.0
T002339,0,0,,,0,,,222.84,0.0
T002340,0,0,,,0,,,281.98,0.0
T002341,0,0,,,0,,,625.9,0.0
T002342,0,0,,,0,,,172.09,0.0
T002343,0,0,,,0,,,151.98,0.0
T002344,0,0,,,0,,,170.15,0.0
T002345,0,0,,,0,,,188.77,0.0
T002346,0,0,,,0,,,124.85,0.0
T002347,0,0,,,0,,,257.11,0.0
T002348,0,0,,,0,,,157.64,0.0
T002349,0,0,,,0,,,295.33,0.0
T002350,0,0,,,0,,,167.13,0.0
T002351,0,0,,,0,,,310.31,0.0
T002352,0,0,,,0,,,218.06,0.0
T002353,0,0,,,0,,,200.98,0.0
T002354,0,0,,,0,,,225.58,0.0
T002355,0,0,,,0,,,195.34,0.0
T002356,0,0,,,0,,,161.53,0.0
T002357,0,0,,,0,,,490.59,0.0
T002358,0,0,,,0,,,71.35,0.0
T002359,0,0,,,0,,,178.05,0.0
T002360,0,0,,,0,,,174.41,0.0
T002361,0,0,,,0,,,241.19,0.0
T002362,0,0,,,0,,,129.75,0.0
T002363,0,0,,,0,,,144.23,0.0
T002364,0,0,,,0,,,827.59,0.0
T002365,0,0,,,0,,,383.83,0.0
T002366,0,0,,,0,,,157.81,0.0
T002367,0,0,,,0,,,116.72,0.0
T002368,0,0,,,0,,,241.75,0.0
T002369,0,0,,,0,,,189.58,0.0
T002370,0,0,,,0,,,643.09,0.0
T002371,0,0,,,0,,,145.07,0.0
T002372,0,0,,,0,,,98.64,0.0
T002373,0,0,,,0,,,243.24,0.0
T002374,0,0,,,0,,,608.52,0.0
T002375,0,0,,,0,,,166.95,0.0
T002376,0,0,,,0,,,296.85,0.0
T002377,0,0,,,0,,,156.37,0.0
T002378,0,0,,,0,,,710.02,0.0
T002379,0,0,,,0,,,268.08,0.0
T002380,0,0,,,0,,,381.61,0.0
T002381,0,0,,,0,,,270.08,0.0
T002382,0,0,,,0,,,163.37,0.0
T002383,0,0,,,0,,,315.82,0.0
T002384,0,0,,,0,,,131.62,0.0
T002385,0,0,,,0,,,253.77,0.0
T002386,0,0,,,0,,,241.06,0.0
T002387,0,0,,,0,,,179.68,0.0
T002388,0,0,,,0,,,186.63,0.0
T002389,0,0,,,0,,,225.24,0.0
T002390,0,0,,,0,,,447.94,0.0
T002391,0,0,,,0,,,240.05,0.0
T002392,0,0,,,0,,,286.89,0.0
T002393,0,0,,,0,,,307.65,0.0
T002394,0,0,,,0,,,538.26,0.0
T002395,0,0,,,0,,,215.11,0.0
T002396,0,0,,,0,,,525.29,0.0
T002397,0,0,,,0,,,182.32,0.0
T002398,0,0,,,0,,,179.53,0.0
T002399,0,0,,,0,,,278.47,0.0
T002400,0,0,,,0,,,274.05,0.0
T002401,0,0,,,0,,,1019.68,0.0
T002402,0,0,,,0,,,93.62,0.0
T002403,0,0,,,0,,,181.03,0.0
T002404,0,0,,,0,,,227.88,0.0
T002405,0,0,,,0,,,182.15,0.0
T002406,0,0,,,0,,,174.58,0.0
T002407,0,0,,,0,,,314.77,0.0
T002408,0,0,,,0,,,448.68,0.0
T002409,0,0,,,0,,,178.45,0.0
T002410,0,0,,,0,,,362.32,0.0
T002411,0,0,,,0,,,225.34,0.0
T002412,0,0,,,0,,,262.1,0.0
T002413,0,0,,,0,,,271.99,0.0
T002414,1,0,,,0,,,0.0,851.6
T002415,0,0,,,0,,,707.22,0.0
T002416,0,0,,,0,,,232.1,0.0
T002417,0,0,,,0,,,132.6,0.0
T002418,0,0,,,0,,,605.19,0.0
T002419,0,0,,,0,,,206.06,0.0
T002420,0,0,,,0,,,451.83,0.0
T002421,0,0,,,0,,,219.25,0.0
T002422,0,0,,,0,,,150.51,0.0
T002423,0,0,,,0,,,206.58,0.0
T002424,0,0,,,0,,,176.22,0.0
T002425,0,0,,,0,,,166.94,0.0
T002426,0,0,,,0,,,272.48,0.0
T002427,0,0,,,0,,,391.45,0.0
T002428,0,0,,,0,,,286.6,0.0
T002429,0,0,,,0,,,408.96,0.0
T002430,0,0,,,0,,,208.59,0.0
T002431,0,0,,,0,,,164.27,0.0
T002432,0,0,,,0,,,1006.64,0.0
T002433,0,0,,,0,,,142.98,0.0
T002434,0,0,,,0,,,142.42,0.0
T002435,0,0,,,0,,,445.88,0.0
T002436,0,0,,,0,,,205.3,0.0
T002437,0,0,,,0,,,243.21,0.0
T002438,0,0,,,0,,,193.99,0.0
T002439,0,0,,,0,,,155.16,0.0
T002440,0,0,,,0,,,193.61,0.0
T002441,0,0,,,0,,,342.23,0.0
T002442,0,0,,,0,,,743.47,0.0
T002443,0,0,,,0,,,191.81,0.0
T002444,0,0,,,0,,,200.74,0.0
T002445,0,0,,,0,,,444.59,0.0
T002446,0,0,,,0,,,242.58,0.0
T002447,0,0,,,0,,,1309.66,0.0
T002448,0,0,,,0,,,245.38,0.0
T002449,0,0,,,0,,,301.09,0.0
T002450,0,0,,,0,,,345.4,0.0
T002451,0,0,,,0,,,157.4,0.0
T002452,0,0,,,0,,,105.39,0.0
