transaction_id,timestamp,customer_id,merchant_id,device_id,ip_cluster_id,amount_inr,merchant_category,payment_method,channel,customer_age_days,customer_txn_count_30d,customer_avg_amount_30d,time_since_last_txn_min,txn_velocity_10m,txn_velocity_1h,amount_zscore_customer,is_new_device,device_trust_score,ip_risk_score,geo_distance_km,billing_shipping_mismatch,failed_attempts_24h,account_changes_24h,is_proxy_ip,prior_disputes_90d,merchant_fraud_rate_7d,known_promo_event,hour,day_of_week,is_weekend
T000380,2026-04-02 08:35:21,C03241,M0088,D03241,IP01_135,658.32,services,upi,web,1039,141,1564.8,10080.0,0,0,-0.772,0,0.6668,0.0212,37.5,0,0,0,0,0,0.01007,0,8,3,0
T000381,2026-04-02 08:36:16,C03448,M0250,D03448,IP02_100,2326.45,grocery,upi,web,445,146,3405.06,10080.0,0,0,-0.422,0,0.8462,0.2889,58.56,0,0,0,0,0,0.01506,0,8,3,0
T000382,2026-04-02 08:37:43,C03729,M0384,D03729,IP02_166,1792.67,education,wallet,web,141,96,2528.87,10080.0,0,0,-0.388,0,0.7972,0.0964,4.6,0,0,0,0,0,0.01004,0,8,3,0
T000383,2026-04-02 08:38:52,C02325,M0290,D02325,IP02_164,465.95,food,upi,web,422,142,1831.42,10080.0,0,0,-0.994,0,0.5662,0.0617,3.03,0,0,0,0,0,0.0083,0,8,3,0
T000384,2026-04-02 08:39:30,C03896,M0294,D03896,IP01_081,434.26,food,card,android,433,141,624.55,10080.0,0,0,-0.406,0,0.8627,0.0464,50.95,0,0,0,0,0,0.01145,0,8,3,0
T000385,2026-04-02 08:48:11,C05956,M0300,N880897,IP05_023,4447.72,education,upi,android,198,143,1905.12,10080.0,0,0,1.779,1,0.6565,0.3871,59.21,0,0,0,0,0,0.01443,0,8,3,0
T000386,2026-04-02 08:50:06,C04198,M0099,D04198,IP05_182,755.95,services,upi,web,164,123,848.99,10080.0,0,0,-0.146,0,0.8099,0.0377,37.47,0,0,0,0,0,0.00907,0,8,3,0
T000387,2026-04-02 08:51:58,C06398,M0220,D06398,IP00_016,1447.67,health,upi,ios,424,146,689.52,10080.0,0,0,1.466,0,0.911,0.2439,26.39,0,0,0,0,0,0.01583,0,8,3,0
T000388,2026-04-02 08:58:11,C00000,M0434,D00000,IP01_129,3243.21,fashion,upi,ios,774,29,3448.08,10080.0,0,0,-0.079,0,0.7099,0.1239,20.52,0,1,0,0,0,0.01404,0,8,3,0
T000389,2026-04-02 09:04:33,C04325,M0255,D04325,IP05_171,9366.57,education,upi,ios,829,141,4443.78,10080.0,0,0,1.477,0,0.5098,0.065,12.41,0,0,0,0,0,0.01524,0,9,3,0
T000390,2026-04-02 09:05:05,C02408,M0397,D02408,IP05_116,7781.51,grocery,upi,ios,280,142,9090.39,10080.0,0,0,-0.192,0,0.98,0.06,35.8,0,0,0,0,0,0.01636,0,9,3,0
T000391,2026-04-02 09:05:24,C00270,M0306,D00270,IP04_035,21605.38,health,upi,android,234,121,2949.59,10080.0,0,0,8.433,0,0.5576,0.0,19.71,1,0,1,0,0,0.01386,0,9,3,0
T000392,2026-04-02 09:06:23,C01865,M0360,D01865,IP05_200,526.53,food,card,web,184,143,772.71,10080.0,0,0,-0.425,0,0.999,0.2418,48.91,0,0,0,0,0,0.01404,0,9,3,0
T000393,2026-04-02 09:06:55,C05082,M0338,D05082,IP05_101,934.09,services,upi,ios,461,64,2535.18,10080.0,0,0,-0.842,0,0.571,0.1937,6.3,0,0,0,0,0,0.0135,0,9,3,0
T000394,2026-04-02 09:08:40,C04066,M0316,D04066,IP03_209,640.81,grocery,card,android,678,141,1302.73,10080.0,0,0,-0.677,0,0.9486,0.2642,5.66,0,0,0,0,0,0.00787,0,9,3,0
T000395,2026-04-02 09:12:34,C04011,M0045,D04011,IP01_052,2284.78,fashion,upi,android,154,141,1719.89,10080.0,0,0,0.438,0,0.8537,0.0842,21.7,0,0,0,0,0,0.01969,0,9,3,0
T000396,2026-04-02 09:13:16,C01505,M0336,D01505,IP04_071,1244.42,fashion,upi,android,1545,141,1848.32,10080.0,0,0,-0.436,0,0.5821,0.0624,194.42,0,0,0,0,0,0.01213,0,9,3,0
T000397,2026-04-02 09:16:28,C02783,M0028,D02783,IP00_034,3647.15,electronics,upi,android,1224,140,1763.02,10080.0,2,6,3.005,0,0.7027,0.4306,218.53,0,1,0,1,0,0.01676,0,9,3,0
T000398,2026-04-02 09:16:39,C03605,M0430,D03605,IP05_154,1360.23,grocery,upi,ios,432,142,1934.36,1274.82,0,0,-0.396,0,0.8114,0.1686,14.93,0,0,0,0,0,0.00578,0,9,3,0
T000399,2026-04-02 09:18:53,C01696,M0287,D01696,IP05_146,5375.58,services,upi,android,604,143,3590.87,684.58,0,0,0.663,0,0.6198,0.1659,8.04,0,0,0,0,0,0.00739,0,9,3,0
T000400,2026-04-02 09:26:06,C01687,M0255,D01687,IP05_134,574.57,education,card,web,441,142,1057.85,10080.0,0,0,-0.609,0,0.8162,0.2284,7.37,0,0,1,0,0,0.01154,0,9,3,0
T000401,2026-04-02 09:26:16,C03010,M0282,D03010,IP02_211,636.56,services,card,android,484,140,911.28,10080.0,0,0,-0.402,0,0.5384,0.4404,44.23,0,1,0,0,0,0.01792,0,9,3,0
T000402,2026-04-02 09:26:23,C03292,M0089,D03292,IP03_210,917.28,grocery,card,android,1054,142,2468.64,10080.0,0,0,-0.838,0,0.8542,0.2272,7.81,0,0,0,0,0,0.01199,0,9,3,0
T000403,2026-04-02 09:29:20,C06153,M0142,D06153,IP05_113,312.3,utilities,upi,ios,215,145,357.27,1165.23,0,0,-0.168,0,0.5752,0.0489,57.48,0,0,0,0,0,0.00933,0,9,3,0
T000404,2026-04-02 09:37:40,C02703,M0447,D02703,IP01_090,936.29,services,upi,android,329,83,3935.82,10080.0,0,0,-1.016,0,0.8931,0.3231,13.63,0,0,0,0,0,0.01578,0,9,3,0
T000405,2026-04-02 09:38:08,C02223,M0434,D02223,IP03_131,5936.58,fashion,upi,ios,382,142,6756.37,10080.0,0,0,-0.162,0,0.8151,0.0368,5.05,0,0,0,0,1,0.01364,0,9,3,0
T000406,2026-04-02 09:40:24,C01264,M0019,D01264,IP02_111,138.45,utilities,card,android,353,147,423.5,10080.0,0,0,-0.897,0,0.4942,0.0445,61.05,0,0,0,0,0,0.0134,0,9,3,0
T000407,2026-04-02 09:43:42,C03219,M0189,D03219,IP04_066,243.25,food,upi,android,1898,141,674.74,10080.0,0,0,-0.853,0,0.7545,0.131,30.15,0,0,0,0,0,0.01602,0,9,3,0
T000408,2026-04-02 09:49:00,C06143,M0247,D06143,IP00_185,14304.37,utilities,card,web,500,142,13562.53,10080.0,0,0,0.073,0,0.755,0.0973,7.81,0,1,1,0,0,0.01083,0,9,3,0
T000409,2026-04-02 09:49:47,C05185,M0495,D05185,IP05_129,2246.66,fashion,netbanking,web,268,141,1623.78,10080.0,0,0,0.511,0,0.6357,0.1482,29.02,0,1,0,0,1,0.01416,0,9,3,0
T000410,2026-04-02 09:57:42,C05083,M0189,D05083,IP01_072,265.18,food,card,android,1231,142,992.34,10080.0,0,0,-0.977,0,0.8002,0.0907,14.13,0,0,0,0,0,0.01357,0,9,3,0
T000411,2026-04-02 09:58:25,C00103,M0011,D00103,IP02_133,486.88,food,upi,android,531,141,1346.87,10080.0,0,0,-0.851,0,0.6787,0.4403,9.91,0,1,0,1,0,0.01015,0,9,3,0
T000412,2026-04-02 10:03:20,C01737,M0407,D01737,IP01_177,921.05,grocery,upi,android,335,143,1270.43,10080.0,0,0,-0.367,0,0.9173,0.1647,30.4,0,0,0,0,0,0.01721,0,10,3,0
T000413,2026-04-02 10:11:18,C00236,M0282,D00236,IP00_011,3187.88,services,upi,web,582,42,2818.71,10080.0,0,0,0.175,0,0.8892,0.0507,9.56,0,0,0,0,0,0.01784,0,10,3,0
T000414,2026-04-02 10:12:20,C02471,M0256,D02471,IP02_203,735.09,grocery,upi,android,94,140,1021.04,10080.0,0,0,-0.373,0,0.8748,0.0051,31.13,0,0,0,0,0,0.01294,0,10,3,0
T000415,2026-04-02 10:16:04,C01158,M0388,D01158,IP02_028,986.3,fashion,card,ios,430,140,783.19,1388.77,0,0,0.346,0,0.8085,0.0773,2.07,0,0,0,0,0,0.01328,0,10,3,0
T000416,2026-04-02 10:17:46,C06163,M0008,D06163,IP04_032,6915.05,services,card,ios,857,91,1122.87,10080.0,0,0,6.878,0,0.9076,0.0341,21.89,0,0,0,0,1,0.01299,0,10,3,0
T000417,2026-04-02 10:18:57,C03419,M0083,D03419,IP01_157,2167.76,services,upi,android,412,140,1233.61,10080.0,0,0,1.01,0,0.6333,0.0923,17.2,0,0,0,0,0,0.0156,0,10,3,0
T000418,2026-04-02 10:22:35,C00122,M0362,D00122,IP02_049,2534.24,services,card,android,1276,141,1507.84,10080.0,0,0,0.908,0,0.8765,0.0107,38.66,0,0,0,0,0,0.01619,0,10,3,0
T000419,2026-04-02 10:27:36,C04361,M0083,D04361,IP05_099,646.65,services,card,android,402,24,365.59,10080.0,0,0,1.025,0,0.9413,0.0202,4.19,0,0,0,0,0,0.01273,0,10,3,0
T000420,2026-04-02 10:31:13,C06326,M0310,D06326,IP01_191,1662.29,electronics,netbanking,ios,425,141,1319.99,10080.0,0,0,0.346,0,0.7846,0.0202,8.65,0,0,0,0,0,0.0175,0,10,3,0
T000421,2026-04-02 10:32:50,C01123,M0288,D01123,IP02_179,5488.74,electronics,card,android,1006,142,2744.82,10080.0,0,0,1.333,0,0.837,0.0445,105.72,0,0,0,0,1,0.01702,0,10,3,0
T000422,2026-04-02 10:36:35,C00664,M0263,D00664,IP05_109,199.88,grocery,netbanking,android,1010,141,507.42,10080.0,0,0,-0.808,0,0.731,0.2839,1.57,0,0,0,0,0,0.00883,0,10,3,0
T000423,2026-04-02 10:37:34,C05050,M0247,D05050,IP05_195,2478.42,utilities,wallet,web,545,143,2709.7,10080.0,0,0,-0.114,0,0.6543,0.6063,2.06,0,0,0,0,0,0.01076,0,10,3,0
T000424,2026-04-02 10:45:25,C05432,M0034,D05432,IP03_080,11309.27,health,card,android,420,140,3276.92,10080.0,0,0,3.268,0,0.6988,0.0581,83.92,0,0,0,0,0,0.00872,0,10,3,0
T000425,2026-04-02 10:49:59,C05906,M0402,D05906,IP04_121,7835.3,fashion,upi,ios,1052,142,6918.5,10080.0,0,0,0.177,0,0.8053,0.1642,2.88,0,0,0,0,0,0.02154,0,10,3,0
T000426,2026-04-02 10:53:08,C01506,M0460,D01506,IP04_181,2154.82,food,upi,ios,717,143,6068.49,10080.0,0,0,-0.86,0,0.5374,0.1915,23.31,0,1,0,0,0,0.00831,0,10,3,0
T000427,2026-04-02 11:03:15,C05256,M0068,D05256,IP01_048,1068.02,grocery,netbanking,android,1509,145,975.11,10080.0,0,0,0.127,0,0.6423,0.2481,8.41,0,0,0,0,0,0.01346,0,11,3,0
T000428,2026-04-02 11:06:15,C05140,M0180,D05140,IP05_178,4047.13,electronics,card,android,843,145,5003.66,10080.0,0,0,-0.255,0,0.7311,0.0366,138.26,0,0,0,0,0,0.01371,0,11,3,0
T000429,2026-04-02 11:06:33,C04231,M0036,D04231,IP05_092,711.58,food,upi,android,359,111,3178.65,10080.0,0,0,-1.035,0,0.9914,0.1144,45.97,0,1,0,0,0,0.01353,0,11,3,0
T000430,2026-04-02 11:07:20,C02889,M0168,D02889,IP02_119,6018.94,health,upi,web,394,78,5066.02,10080.0,0,0,0.251,0,0.8474,0.3518,74.45,0,0,1,0,1,0.01624,0,11,3,0
T000431,2026-04-02 11:07:24,C03538,M0200,D03538,IP03_147,3903.73,food,netbanking,web,854,37,8291.5,10080.0,0,0,-0.706,0,0.7437,0.0691,6.73,0,0,1,0,0,0.00552,0,11,3,0
T000432,2026-04-02 11:12:59,C03100,M0005,D03100,IP05_198,9949.6,travel,card,ios,275,141,2467.76,10080.0,0,0,4.042,0,0.5941,0.2786,6.3,0,1,0,0,0,0.01436,0,11,3,0
T000433,2026-04-02 11:17:51,C02675,M0368,D02675,IP01_100,2237.2,utilities,card,web,207,105,984.17,10080.0,0,0,1.698,0,0.999,0.0996,5.69,0,0,1,0,1,0.00549,0,11,3,0
T000434,2026-04-02 11:18:06,C03464,M0388,N360336,IP03_133,1161.21,fashion,upi,android,792,141,2621.55,10080.0,0,0,-0.743,1,0.723,0.1437,6.91,0,0,0,0,0,0.01388,0,11,3,0
T000435,2026-04-02 11:18:48,C02801,M0067,D02801,IP02_048,454.41,services,card,android,1329,144,963.37,10080.0,0,0,-0.704,0,0.7724,0.4858,33.34,0,1,0,1,0,0.01377,0,11,3,0
T000436,2026-04-02 11:20:54,C04526,M0291,D04526,IP02_060,1848.98,health,netbanking,web,398,141,1052.78,10080.0,0,0,1.008,0,0.999,0.1983,45.14,0,0,0,0,0,0.01216,0,11,3,0
T000437,2026-04-02 11:21:36,C03467,M0101,D03467,IP00_095,9866.79,electronics,card,android,1000,143,6547.48,10080.0,0,0,0.676,0,0.8168,0.0,36.68,0,0,0,0,0,0.01282,0,11,3,0
T000438,2026-04-02 11:23:57,C02364,M0438,D02364,IP04_029,9084.57,electronics,upi,android,93,143,3599.89,10080.0,0,0,2.031,0,0.6396,0.1821,40.76,0,0,0,0,0,0.01746,0,11,3,0
T000439,2026-04-02 11:30:44,C04984,M0174,D04984,IP03_094,630.47,food,upi,web,422,88,2299.53,10080.0,0,0,-0.968,0,0.6386,0.0878,9.8,0,0,0,0,0,0.01309,0,11,3,0
T000440,2026-04-02 11:34:12,C03271,M0003,D03271,IP00_128,4877.01,health,upi,ios,307,133,655.85,10080.0,0,0,8.582,0,0.8495,0.2274,1.77,0,0,0,0,0,0.01478,0,11,3,0
T000441,2026-04-02 11:34:52,C05156,M0447,D05156,IP02_210,1644.47,services,netbanking,android,190,143,2511.06,1534.6,0,0,-0.46,0,0.8852,0.222,6.65,0,1,0,0,0,0.01974,0,11,3,0
T000442,2026-04-02 11:35:30,C01164,M0439,D01164,IP01_048,505.18,food,card,android,475,143,1750.83,10080.0,0,0,-0.949,0,0.821,0.0456,66.14,0,0,0,0,0,0.01347,0,11,3,0
T000443,2026-04-02 11:41:51,C05683,M0357,D05683,IP01_093,2551.73,grocery,wallet,ios,468,142,2297.95,10080.0,0,0,0.147,0,0.738,0.0627,53.69,0,0,0,0,0,0.01235,0,11,3,0
T000444,2026-04-02 11:43:11,C05259,M0315,D05259,IP05_202,968.39,grocery,upi,android,671,141,827.71,10080.0,0,0,0.227,0,0.7759,0.0293,4.77,0,1,0,0,0,0.00671,0,11,3,0
T000445,2026-04-02 11:50:43,C06323,M0452,D06323,IP05_175,1855.82,fashion,upi,web,172,97,3436.13,10080.0,0,0,-0.613,0,0.7986,0.2575,20.73,0,0,0,0,0,0.01665,0,11,3,0
T000446,2026-04-02 11:53:32,C00260,M0115,D00260,IP03_037,452.59,fashion,card,ios,355,140,347.01,10080.0,0,0,0.406,0,0.7826,0.1851,13.1,0,0,0,0,0,0.01308,0,11,3,0
T000447,2026-04-02 11:58:03,C01264,M0392,D01264,IP02_004,1255.18,education,card,android,353,144,423.5,137.65,0,0,2.618,0,0.4904,0.1408,22.93,0,0,0,0,0,0.01055,0,11,3,0
T000448,2026-04-02 11:58:33,C03851,M0041,D03851,IP02_188,2822.15,food,wallet,android,348,141,8802.18,10080.0,0,0,-0.906,0,0.6009,0.0151,34.64,0,0,0,0,0,0.00175,0,11,3,0
T000449,2026-04-02 12:00:53,C04185,M0245,D04185,IP00_190,6614.54,fashion,upi,android,980,142,5232.4,10080.0,0,0,0.352,0,0.7063,0.0887,17.65,0,0,0,0,0,0.0117,0,12,3,0
T000450,2026-04-02 12:07:12,C00804,M0047,D00804,IP03_032,1141.36,grocery,upi,web,293,141,615.92,10080.0,0,0,1.137,0,0.4757,0.0391,25.22,0,1,0,0,0,0.01249,0,12,3,0
T000451,2026-04-02 12:08:33,C05588,M0176,D05588,IP01_011,719.08,health,card,android,283,140,428.09,10080.0,0,0,0.906,0,0.69,0.0505,23.62,0,0,0,0,0,0.00844,0,12,3,0
T000452,2026-04-02 12:09:32,C05498,M0287,D05498,IP03_044,1828.15,services,wallet,web,231,141,1383.16,10080.0,0,0,0.429,0,0.7846,0.0494,34.22,0,0,0,0,0,0.00698,0,12,3,0
T000453,2026-04-02 12:10:31,C01423,M0081,D01423,IP04_158,8277.77,health,upi,web,1189,143,7240.39,10080.0,0,0,0.191,0,0.8529,0.0679,7.64,0,2,0,0,0,0.01308,0,12,3,0
T000454,2026-04-02 12:21:51,C04984,M0364,D04984,IP03_063,577.96,fashion,netbanking,android,422,91,2299.53,51.12,0,1,-0.998,0,0.6418,0.1714,20.46,0,0,0,0,0,0.01794,0,12,3,0
T000455,2026-04-02 12:23:26,C06149,M0183,D06149,IP05_172,1684.61,grocery,netbanking,android,1518,143,3472.95,10080.0,0,0,-0.687,0,0.8634,0.1795,26.47,0,0,0,0,0,0.00604,0,12,3,0
T000456,2026-04-02 12:24:50,C03022,M0473,D03022,IP01_159,3599.76,fashion,card,android,1215,144,3977.61,10080.0,0,0,-0.127,0,0.8005,0.0,7.08,0,0,0,0,0,0.01029,0,12,3,0
T000457,2026-04-02 12:25:31,C04657,M0015,D04657,IP02_035,401.79,gaming,wallet,ios,1104,86,1149.12,1069.03,0,0,-0.867,0,0.761,0.0837,78.96,0,0,0,0,0,0.03352,0,12,3,0
T000458,2026-04-02 12:28:26,C02592,M0091,D02592,IP01_113,1392.92,utilities,upi,ios,240,142,2090.39,10080.0,0,0,-0.445,0,0.9382,0.0902,50.3,0,1,0,0,0,0.00262,0,12,3,0
T000459,2026-04-02 12:32:07,C00564,M0433,D00564,IP03_075,881.21,gaming,upi,android,628,142,1210.15,10080.0,0,0,-0.362,0,0.928,0.0997,5.86,0,0,0,0,0,0.02436,0,12,3,0
T000460,2026-04-02 12:32:16,C00056,M0189,D00056,IP03_130,821.28,food,netbanking,ios,573,142,1837.88,10080.0,0,0,-0.738,0,0.8438,0.0329,5.27,0,0,1,0,0,0.01115,0,12,3,0
T000461,2026-04-02 12:33:04,C05264,M0045,D05264,IP04_145,3609.06,fashion,card,web,1144,77,3715.87,10080.0,0,0,-0.038,0,0.8848,0.1239,57.45,0,0,0,0,0,0.01843,0,12,3,0
T000462,2026-04-02 12:34:08,C05556,M0456,D05556,IP00_054,668.4,grocery,upi,ios,543,105,1117.37,10080.0,0,0,-0.536,0,0.6677,0.0738,14.02,0,0,0,0,0,0.01502,0,12,3,0
T000463,2026-04-02 12:35:16,C05513,M0203,D05513,IP05_085,3910.88,fashion,card,android,310,141,3596.09,10080.0,0,0,0.117,0,0.7438,0.0409,8.88,0,0,0,0,0,0.01158,0,12,3,0
T000464,2026-04-02 12:38:35,C03296,M0253,D03296,IP00_081,8808.24,travel,card,android,422,145,3313.75,10080.0,0,0,2.211,0,0.999,0.0412,9.37,0,0,0,0,0,0.01439,0,12,3,0
T000465,2026-04-02 12:40:16,C02408,M0282,D02408,IP05_174,24521.54,services,upi,android,280,141,9090.39,215.18,0,0,2.263,0,0.9502,0.3819,39.33,0,0,0,1,0,0.01606,0,12,3,0
T000466,2026-04-02 12:42:53,C03632,M0106,D03632,IP02_044,2829.97,education,upi,android,629,142,979.16,10080.0,0,0,2.52,0,0.6776,0.3185,22.73,0,0,0,0,0,0.01007,0,12,3,0
T000467,2026-04-02 12:46:03,C04461,M0096,D04461,IP04_085,2865.55,services,upi,web,1339,144,1755.51,359.22,0,0,0.843,0,0.9614,0.0854,66.5,0,0,0,0,0,0.01436,0,12,3,0
T000468,2026-04-02 12:48:12,C02540,M0320,D02540,IP03_041,1562.73,education,card,ios,598,144,1728.14,10080.0,0,0,-0.128,0,0.7515,0.1121,17.93,0,0,0,0,0,0.00709,0,12,3,0
T000469,2026-04-02 12:50:49,C00049,M0468,D00049,IP05_065,981.7,grocery,card,web,1401,142,1617.08,10080.0,0,0,-0.524,0,0.7609,0.1108,6.54,0,0,0,0,0,0.00649,0,12,3,0
T000470,2026-04-02 12:54:37,C04527,M0441,D04527,IP03_000,647.05,gaming,upi,android,330,142,628.15,10080.0,0,0,0.04,0,0.8552,0.4051,49.99,0,0,0,0,0,0.01601,0,12,3,0
T000471,2026-04-02 13:07:19,C00132,M0025,D00132,IP02_062,4963.23,services,upi,android,409,142,5338.75,10080.0,0,0,-0.094,0,0.6771,0.0766,1.37,0,0,0,0,0,0.01358,0,13,3,0
T000472,2026-04-02 13:08:42,C03811,M0375,D03811,IP03_207,1808.77,food,card,android,308,65,2187.63,10080.0,0,0,-0.231,0,0.8879,0.1668,31.25,0,0,0,0,0,0.00731,0,13,3,0
T000473,2026-04-02 13:11:11,C03928,M0235,D03928,IP03_126,1118.23,services,card,web,359,141,2158.17,10080.0,0,0,-0.642,0,0.9127,0.0,118.58,0,0,0,0,1,0.01043,0,13,3,0
T000474,2026-04-02 13:11:50,C05323,M0393,D05323,IP01_170,1803.18,travel,upi,android,867,141,1291.86,10080.0,0,0,0.528,0,0.6019,0.1316,56.2,0,0,0,0,0,0.01495,0,13,3,0
T000475,2026-04-02 13:11:51,C00505,M0242,D00505,IP04_111,878.5,travel,upi,android,799,143,896.85,10080.0,0,0,-0.027,0,0.5922,0.0038,116.13,0,0,0,0,0,0.02059,0,13,3,0
T000476,2026-04-02 13:12:48,C05292,M0116,D05292,IP00_022,2847.16,health,card,ios,131,143,1217.34,10080.0,0,0,1.785,0,0.9356,0.0737,6.25,0,0,0,0,0,0.01304,0,13,3,0
T000477,2026-04-02 13:19:21,C04581,M0372,D04581,IP04_041,309.75,food,upi,android,628,108,501.95,10080.0,0,0,-0.511,0,0.7499,0.0121,5.73,0,0,0,0,0,0.0139,0,13,3,0
T000478,2026-04-02 13:23:08,C03130,M0013,N397870,IP00_093,2735.35,gaming,upi,web,66,141,989.06,10080.0,0,0,2.354,1,0.7599,0.2157,39.35,0,2,0,0,0,0.01966,0,13,3,0
T000479,2026-04-02 13:24:45,C00182,M0240,D00182,IP05_086,5196.16,electronics,upi,web,187,142,4508.65,10080.0,0,0,0.203,0,0.8957,0.0161,10.99,0,0,0,0,0,0.01759,0,13,3,0
T000480,2026-04-02 13:27:50,C06464,M0128,D06464,IP03_109,9962.7,electronics,netbanking,android,326,141,1582.93,10080.0,0,0,7.058,0,0.6381,0.0377,39.97,0,1,0,0,0,0.0177,0,13,3,0
T000481,2026-04-02 13:29:47,C05440,M0050,D05440,IP03_127,2228.12,grocery,upi,android,326,129,2123.75,10080.0,0,0,0.066,0,0.8285,0.0892,7.56,0,0,0,0,0,0.00836,0,13,3,0
T000482,2026-04-02 13:30:09,C02090,M0485,D02090,IP05_172,14814.61,health,upi,web,494,144,7743.67,10080.0,0,0,1.217,0,0.9423,0.0636,36.24,0,1,0,0,0,0.00895,0,13,3,0
T000483,2026-04-02 13:31:14,C05932,M0131,D05932,IP01_168,11699.3,health,card,ios,1399,91,8305.1,10080.0,0,0,0.545,0,0.8512,0.4437,79.1,0,0,0,1,0,0.01181,0,13,3,0
T000484,2026-04-02 13:33:31,C04203,M0455,D04203,IP04_038,425.1,food,upi,web,623,130,1272.86,10080.0,0,0,-0.888,0,0.9423,0.1502,33.01,0,0,0,0,1,0.00648,0,13,3,0
T000485,2026-04-02 13:35:21,C05403,M0223,D05403,IP01_207,2139.53,health,netbanking,android,384,143,1848.61,1732.02,0,0,0.21,0,0.8668,0.017,31.64,0,0,0,0,0,0.01412,0,13,3,0
T000486,2026-04-02 13:36:44,C02862,M0011,D02862,IP05_057,1052.8,food,card,android,390,137,1825.55,10080.0,0,0,-0.564,0,0.8249,0.2346,4.81,0,0,0,0,0,0.00642,0,13,3,0
T000487,2026-04-02 13:36:56,C06340,M0480,D06340,IP02_190,1766.34,fashion,card,web,329,141,1308.72,10080.0,0,0,0.466,0,0.9577,0.2713,34.93,0,1,0,0,0,0.01549,0,13,3,0
T000488,2026-04-02 13:37:13,C00703,M0086,D00703,IP04_013,877.35,gaming,wallet,android,482,140,1266.4,10080.0,0,0,-0.41,0,0.9181,0.2485,15.56,0,0,0,0,0,0.02508,0,13,3,0
T000489,2026-04-02 13:37:58,C00916,M0243,D00916,IP03_083,1245.79,services,card,android,353,111,1413.5,10080.0,0,0,-0.158,0,0.7063,0.1544,151.71,0,1,1,0,0,0.00923,0,13,3,0
T000490,2026-04-02 13:49:29,C01308,M0020,N220468,IP00_202,8430.33,services,upi,android,288,142,1240.27,10080.0,0,0,7.73,1,0.2721,0.1526,25.0,0,0,0,0,0,0.01236,0,13,3,0
T000491,2026-04-02 13:51:27,C02572,M0122,D02572,IP04_013,1004.88,grocery,upi,web,558,144,1139.23,10080.0,0,0,-0.157,0,0.6738,0.1468,125.18,0,0,0,0,0,0.01162,0,13,3,0
T000492,2026-04-02 13:52:42,C06374,M0046,D06374,IP04_116,1152.78,fashion,upi,android,647,142,1465.15,10080.0,0,0,-0.284,0,0.7578,0.0225,63.34,0,0,0,0,0,0.01771,0,13,3,0
T000493,2026-04-02 13:53:27,C03153,M0383,D03153,IP00_010,331.59,food,card,web,901,143,1105.18,1413.95,0,0,-0.933,0,0.7687,0.2313,7.14,0,0,0,0,0,0.00902,0,13,3,0
T000494,2026-04-02 13:56:31,C05531,M0408,D05531,IP02_117,4275.42,electronics,wallet,android,385,144,2115.04,10080.0,0,0,1.362,0,0.8245,0.2248,12.77,0,0,0,0,0,0.02081,0,13,3,0
T000495,2026-04-02 13:58:13,C04821,M0050,D04821,IP02_136,177.19,grocery,upi,ios,644,42,989.85,10080.0,0,0,-1.095,0,0.7206,0.1447,28.25,0,0,0,0,0,0.01145,0,13,3,0
T000496,2026-04-02 13:59:37,C03443,M0386,D03443,IP05_020,1278.83,food,upi,web,419,87,1930.97,10080.0,0,0,-0.45,0,0.782,0.2174,36.01,0,1,0,0,0,0.00765,0,13,3,0
T000497,2026-04-02 14:00:54,C01340,M0435,D01340,IP03_016,10838.67,travel,netbanking,web,681,144,1823.59,10080.0,0,0,6.591,0,0.999,0.063,86.81,0,0,0,0,0,0.01649,0,14,3,0
T000498,2026-04-02 14:01:03,C05525,M0165,D05525,IP03_071,1175.81,fashion,card,web,970,61,1000.79,10080.0,0,0,0.233,0,0.943,0.1977,52.38,0,0,0,0,0,0.00857,0,14,3,0
T000499,2026-04-02 14:01:47,C03696,M0454,D03696,IP04_140,3282.25,services,card,web,687,144,5612.84,389.63,0,0,-0.554,0,0.7758,0.0966,31.02,0,1,0,0,1,0.01094,0,14,3,0
T000500,2026-04-02 14:02:37,C04758,M0130,D04758,IP02_059,416.65,food,netbanking,ios,535,141,1825.44,10080.0,0,0,-1.029,0,0.7674,0.3044,41.35,0,0,1,0,0,0.01289,0,14,3,0
T000501,2026-04-02 14:09:31,C01693,M0330,D01693,IP00_108,2888.46,grocery,upi,ios,894,144,3540.17,10080.0,0,0,-0.245,0,0.7486,0.1161,19.01,0,0,0,0,2,0.01051,0,14,3,0
T000502,2026-04-02 14:10:22,C04384,M0160,D04384,IP04_074,3721.83,fashion,upi,web,986,135,4675.73,10080.0,0,0,-0.272,0,0.5977,0.2293,2.18,0,0,0,0,0,0.01808,0,14,3,0
T000503,2026-04-02 14:15:15,C06421,M0343,D06421,IP03_100,2921.32,electronics,netbanking,web,476,141,660.14,10080.0,0,0,4.567,0,0.8679,0.1981,37.7,0,0,0,0,0,0.01844,0,14,3,0
T000504,2026-04-02 14:16:24,C03564,M0142,D03564,IP00_103,1041.53,utilities,upi,android,787,87,2264.64,10080.0,0,0,-0.72,0,0.52,0.0189,17.52,0,0,0,0,0,0.01114,0,14,3,0
T000505,2026-04-02 14:16:46,C01003,M0495,D01003,IP04_062,5093.17,fashion,card,android,758,122,1652.48,10080.0,0,0,2.776,0,0.9925,0.1077,5.47,0,0,0,0,0,0.01345,0,14,3,0
